road_id,name,highway,lanes,maxspeed,surface,oneway,bridge,tunnel,osm_id,length_m,geometry_wkt
791,8th Main Road,residential,,,,,,,way/30598645,198.23,"LINESTRING (80.2172007 12.973194, 80.2181852 12.9731871, 80.2190276 12.9731728)"
792,,residential,,,,,,,way/30598646,219.69,"LINESTRING (80.2170421 12.9712231, 80.2170241 12.9714307, 80.2170494 12.9718764, 80.2170731 12.9719676, 80.2171098 12.9722985, 80.2171758 12.972552, 80.2171823 12.97272, 80.2171933 12.9730033, 80.2172007 12.973194)"
793,,residential,,,,,,,way/30598647,38.72,"LINESTRING (80.2172007 12.973194, 80.2172131 12.9735438)"
794,,residential,,,,,,,way/30598648,68.43,"LINESTRING (80.2171898 12.9735591, 80.2171697 12.9741773)"
795,Kalki Nagar 1st Cross,residential,,,,,,,way/30601304,106.04,"LINESTRING (80.2103576 12.9759411, 80.2093803 12.9759274)"
796,Buhuvaneswary Nagar 2nd Main Road,residential,,,,,,,way/30604286,397.55,"LINESTRING (80.2204517 12.9697776, 80.2229406 12.9698015, 80.2241127 12.9698845)"
797,,residential,,,,,,,way/30604287,107.5,"LINESTRING (80.2221739 12.9722652, 80.2211844 12.9723157)"
798,,residential,,,,,,,way/30604288,198.54,"LINESTRING (80.2212269 12.9735047, 80.2212156 12.9734837, 80.2212145 12.9732757, 80.222376 12.9732368, 80.2228069 12.9732149)"
799,,residential,,,,,,,way/30604289,296.79,"LINESTRING (80.2204048 12.9743682, 80.2207295 12.974324, 80.2210542 12.9742797, 80.2211085 12.9742612, 80.2211474 12.9742337, 80.2211635 12.9742089, 80.2211715 12.9741605, 80.2211675 12.974107, 80.2211474 12.9738142, 80.2211541 12.9737881, 80.2211675 12.9737711, 80.2211983 12.9737659, 80.221614 12.9737478, 80.2220982 12.9737268, 80.2222806 12.9737188, 80.2222954 12.9737252, 80.2223034 12.9737371, 80.2223347 12.9740749)"
800,,residential,,,,,,,way/30604290,125.51,"LINESTRING (80.2233787 12.9761907, 80.2230849 12.9761473, 80.2227091 12.9761274, 80.2226949 12.9761251, 80.2226825 12.9761177, 80.2226771 12.9761048, 80.2226756 12.9760921, 80.2226719 12.9756732)"
801,,residential,,,,,,,way/30604291,29.14,"LINESTRING (80.2231874 12.9748906, 80.2231776 12.9751538)"
802,Sarathy Nagar 5th street,residential,,,asphalt,,,,way/30604294,90.65,"LINESTRING (80.2219008 12.9749637, 80.2221786 12.9749491, 80.2224526 12.9750627, 80.2226906 12.9751649)"
803,Sarathy Nagar 1st Main Road,residential,,,asphalt,,,,way/30604295,167.34,"LINESTRING (80.2218849 12.9747717, 80.2218997 12.974951, 80.2219008 12.9749637, 80.2219211 12.9751715, 80.2219329 12.9752918, 80.221937 12.975391, 80.2219517 12.9757501, 80.2219418 12.9757854, 80.2219323 12.975819, 80.2218618 12.9760699, 80.2217575 12.9762417)"
804,Sarathy Nagar 1st street,residential,,,,,,,way/30604296,36.53,"LINESTRING (80.2219418 12.9757854, 80.2219299 12.9757759, 80.2218331 12.9756672, 80.2216913 12.975568)"
805,Sarathy Nagar 2nd street,residential,,,asphalt,,,,way/30604298,104.73,"LINESTRING (80.2219517 12.9757501, 80.2223191 12.975721, 80.2226719 12.9756732, 80.2228784 12.9756389, 80.2228952 12.9756357, 80.2229061 12.9756271)"
806,Varadarajapuram,residential,,,,,,,way/30604300,56.43,"LINESTRING (80.2222483 12.9765627, 80.2223261 12.9765304, 80.2223481 12.9765252, 80.2223706 12.9765239, 80.2227608 12.9765378)"
807,Velachery Bypass Road,primary,2,50,asphalt,yes,,,way/30604301,831.79,"LINESTRING (80.2184067 12.9800506, 80.2183344 12.9802393, 80.2182592 12.9804939, 80.2181511 12.9808421, 80.2180746 12.9810724, 80.2179509 12.9814509, 80.2179014 12.9817607, 80.2178536 12.982412, 80.2178532 12.9829414, 80.2178474 12.9830905, 80.2178496 12.9833506, 80.2178388 12.983921, 80.21784 12.9844609, 80.2178505 12.9852018, 80.217889 12.9856366, 80.2179865 12.9861744, 80.2180718 12.9865688, 80.2180785 12.986602, 80.2181306 12.9869397, 80.2182229 12.9874624)"
808,Velachery Main Road,secondary,2,30,asphalt,yes,,,way/30604302,96.84,"LINESTRING (80.2194481 12.9916914, 80.21892396976008 12.9924)"
809,Radhakrishnan Street,residential,,,,,,,way/30604303,117.1,"LINESTRING (80.219162 12.9905819, 80.2189459 12.9906531, 80.218732 12.99072, 80.2181347 12.9909067)"
810,Pandian Street,residential,,,,,,,way/30604304,131.59,"LINESTRING (80.2189838 12.9900885, 80.2184966 12.9902449, 80.2178309 12.9904582)"
811,,living_street,,,,,,,way/30604305,198.76,"LINESTRING (80.2184992 12.9886272, 80.2177979 12.9889362, 80.2177652 12.9889439, 80.2177459 12.9889329, 80.2177042 12.9887565, 80.2177122 12.9887225, 80.2177444 12.9887094, 80.2181923 12.9886467, 80.2182728 12.9886336, 80.2183206 12.9886178, 80.2184774 12.9885594)"
812,,residential,,,,,,,way/30604306,288.03,"LINESTRING (80.2179509 12.9814509, 80.2172412 12.9813608, 80.2171457 12.981348, 80.2170693 12.9813479, 80.2169988 12.9813479, 80.2166713 12.9813519, 80.2160289 12.981334, 80.2156531 12.9813145, 80.2153039 12.9813017)"
813,,residential,,,,,,,way/30604307,133.48,"LINESTRING (80.2146081 12.9866988, 80.2145772 12.9863212, 80.2145818 12.9861108, 80.2145819 12.9854935)"
814,3rd Street,residential,,,,,,,way/30604308,132.48,"LINESTRING (80.2163977 12.9852819, 80.2170898 12.9850354, 80.2171811 12.9850367, 80.217224 12.9850589, 80.2172441 12.9850929, 80.2172743 12.9851726, 80.2173051 12.9852445, 80.2173448 12.9853748)"
815,LIC Colony Main Road,residential,,,,,,,way/30605099,161.86,"LINESTRING (80.2226964 12.977566, 80.2224838 12.9775548, 80.2222232 12.977541, 80.2219893 12.9775311, 80.2219607 12.9775298, 80.2213705 12.9775075, 80.2212911 12.9775045, 80.221206 12.9775013)"
816,Dhandeeswaram Nagar 10th Main Road,residential,,,asphalt,,,,way/30605100,95.3,"LINESTRING (80.2244943 12.9786684, 80.2244896 12.9790009, 80.2244906 12.9795298)"
817,Dhandeeswaram Nagar 6th Avenue(East),residential,,,,,,,way/30605103,88.45,"LINESTRING (80.2254419 12.9797346, 80.2261221 12.9797584, 80.2261846 12.9796415)"
818,,residential,,,,,,,way/30605104,65.36,"LINESTRING (80.2254699 12.9792498, 80.2248679 12.9792278)"
819,Dhandeeswaram Nagar 5th Avenue [west],residential,,,,,,,way/30605105,78.27,"LINESTRING (80.2247026 12.9799325, 80.2254229 12.9799712)"
820,Tansi Nagar 2nd Street,residential,,,,,,,way/30605106,265.9,"LINESTRING (80.223144 12.9772234, 80.2231302 12.9773388, 80.2231277 12.9773759, 80.2230877 12.9781489, 80.223146 12.9783488, 80.2231436 12.9791181, 80.2231383 12.9791326, 80.2231302 12.9791429, 80.2231191 12.979149, 80.2231047 12.9791514, 80.2226527 12.9791712)"
821,,living_street,,,,,,,way/30606815,97.0,"LINESTRING (80.2199697 12.9876831, 80.2196329 12.9868709)"
822,,residential,,,,,,,way/30606816,102.18,"LINESTRING (80.2130956 12.9816467, 80.2130987 12.9815567, 80.2130652 12.9815344, 80.2130122 12.9815246, 80.212257 12.9815478)"
823,,residential,,,,,,,way/30606818,145.9,"LINESTRING (80.2103908 12.9866539, 80.211445 12.9866108, 80.2117347 12.9866121)"
824,,residential,,,,,,,way/30606819,170.58,"LINESTRING (80.2100072 12.9870417, 80.2099615 12.9866446, 80.2099403 12.9862228, 80.2098972 12.9855041)"
825,,residential,,,,,,,way/30606823,95.5,"LINESTRING (80.2222179 12.9863942, 80.2222611 12.9865963, 80.2223251 12.9870172, 80.2223641 12.9872452)"
826,Nehru Nagar Lake View Street,residential,,,,,,,way/30606824,125.5,"LINESTRING (80.2153693 12.990616, 80.2150504 12.990738, 80.2146792 12.9908923, 80.2143012 12.9910514)"
827,Mathiazhagan Street,residential,,,,,,,way/30606825,161.57,"LINESTRING (80.2143012 12.9910514, 80.2144647 12.991425, 80.2145557 12.9916488, 80.214623 12.9918142, 80.2147123 12.992014, 80.21487257161206 12.9924)"
828,,residential,,,,,yes,,way/30606826,6.5,"LINESTRING (80.2142926 12.9910379, 80.2142607 12.9909882)"
829,Amnbil Dharmalingam Street,residential,,,,,,,way/30606830,9.35,"LINESTRING (80.21576252076252 12.9924, 80.2157133 12.9923306)"
830,,residential,,,,,,,way/30606837,113.74,"LINESTRING (80.21567 12.9885887, 80.2157293 12.9886611, 80.2157568 12.988738, 80.2157574 12.9887936, 80.2157754 12.9890954, 80.2157772 12.9895472, 80.2157803 12.9895677, 80.2157937 12.9895869)"
831,,residential,,,,,,,way/30606838,49.81,"LINESTRING (80.2162505 12.9896216, 80.2158286 12.9895929, 80.2158108 12.9895935, 80.2157937 12.9895869)"
832,,residential,,,,,,,way/30606839,57.98,"LINESTRING (80.2163098 12.989104, 80.2157754 12.9890954)"
833,,residential,,,,,,,way/30606842,167.75,"LINESTRING (80.2153683 12.9887915, 80.2154108 12.9896321, 80.2154135 12.9896497, 80.2154223 12.9896718, 80.2156755 12.9902542)"
834,Pandidurai Street,residential,,,,,,,way/30606843,89.71,"LINESTRING (80.2183136 12.9878381, 80.2178563 12.9879267, 80.2175131 12.9880357)"
835,Tansi Nagar 13 th street,residential,,,,,,,way/30609121,154.68,"LINESTRING (80.2276749 12.9776691, 80.2262508 12.9776026)"
836,Tansi Nagar 10th Street,residential,,,,,,,way/30609122,87.01,"LINESTRING (80.225402 12.9769774, 80.2253446 12.9777619)"
837,Tansi Nagar 19th Street,residential,,,,,,,way/30609123,310.39,"LINESTRING (80.224884 12.9769811, 80.2249048 12.9765924, 80.2249129 12.9763685, 80.2249692 12.9762857, 80.2250034 12.9758494, 80.2250171 12.9756688, 80.2250304 12.9754939, 80.2250547 12.9752323, 80.2250848 12.9748448, 80.2250735 12.9745014, 80.2250748 12.9741975)"
838,Sarathy Nagar 3rd street,residential,,,asphalt,,,,way/30609125,26.56,"LINESTRING (80.221937 12.975391, 80.2221791 12.9753555)"
839,Baby Nagar 1st Cross Road,residential,,,,,,,way/30609145,71.08,"LINESTRING (80.2284 12.979636814812745, 80.2283079 12.9796363, 80.2282508 12.979636, 80.2282606 12.9796911, 80.2283136 12.9799851, 80.228306 12.9801266)"
840,Dhandeeshwaram Nagar 7th Main Road,residential,,,,,,,way/30609146,443.71,"LINESTRING (80.2254699 12.9792498, 80.2254419 12.9797346, 80.2254229 12.9799712, 80.225412 12.9801076, 80.2253806 12.9804998, 80.2253603 12.980895, 80.2253573 12.9809527, 80.2253337 12.9813316, 80.2253304 12.9814483, 80.2253171 12.9817648, 80.2252919 12.9823656, 80.2252797 12.9825829, 80.2252746 12.9828566, 80.2252538 12.9832544)"
841,Selvi Street,residential,,,,,,,way/30609147,197.21,"LINESTRING (80.2252746 12.9828566, 80.2261238 12.982821, 80.2267022 12.9827907, 80.2270877 12.9827431)"
842,Madavmani Avenue,residential,,,,,,,way/30609149,71.22,"LINESTRING (80.2212104 12.9770381, 80.2218668 12.9770335)"
843,,residential,,,,,,,way/30609150,40.81,"LINESTRING (80.2220233 12.97763, 80.2220093 12.9777635, 80.2220098 12.9777836, 80.2220147 12.9778048, 80.2220318 12.9778109, 80.22221 12.9778207)"
844,Dhandeeshwaram Nagar 2nd Avenue (East),residential,,,,,,,way/30609151,66.58,"LINESTRING (80.2253337 12.9813316, 80.2259448 12.9813864)"
845,Hudson Avenue,residential,,,,,,,way/30609152,45.93,"LINESTRING (80.2263053 12.9816352, 80.2267286 12.981642)"
846,Vellalar Street,residential,,,,,,,way/30609154,81.78,"LINESTRING (80.2276476 12.9848093, 80.2280354 12.9847862, 80.2281808 12.9847775, 80.2284 12.984764488127855)"
847,,residential,,,,,,,way/30609723,18.97,"LINESTRING (80.224993 12.9853488, 80.2249897 12.9853079, 80.2249717 12.9852608, 80.2249374 12.9851881)"
848,,residential,,,,,,,way/30610631,86.25,"LINESTRING (80.2103069 12.9837709, 80.2099873 12.9837655, 80.2098436 12.9837631, 80.2095132 12.9837905)"
849,,residential,,,,,,,way/30610632,110.56,"LINESTRING (80.2103144 12.9827716, 80.2103166 12.9829123, 80.2103069 12.9837709)"
850,,residential,,,,,,,way/30610636,147.06,"LINESTRING (80.2037123 12.9854255, 80.2050456 12.9851861)"
851,New Colony 1st Street,residential,,,,,,,way/30610638,392.79,"LINESTRING (80.2011064 12.9858742, 80.2011685 12.986259, 80.2011758 12.9863045, 80.201276 12.9867758, 80.2014194 12.9875011, 80.2015521 12.9881844, 80.2016053 12.9884429, 80.2016856 12.9888836, 80.2017814 12.9893621)"
852,,residential,,,,,,,way/30610639,122.17,"LINESTRING (80.2058473 12.9919874, 80.20480271678268 12.9924)"
853,,residential,,,,,,,way/30610640,212.78,"LINESTRING (80.2042017 12.9919233, 80.2041876 12.9915319, 80.2041735 12.9911421, 80.2041635 12.9909652, 80.2041557 12.9908286, 80.204134 12.9907302, 80.2041084 12.9904821, 80.2041202 12.990314, 80.2041187 12.9902461, 80.2041029 12.9900054)"
854,,residential,,,,,,,way/30610642,69.28,"LINESTRING (80.2016872 12.9917825, 80.2017456 12.992171, 80.20179225143299 12.9924)"
855,Nethaji Road,tertiary,,,,,,,way/30610643,32.54,"LINESTRING (80.2098751 12.9921125, 80.20993840850291 12.9924)"
856,Annai Therasa Nagar Road,residential,,,,,,,way/34638512,369.46,"LINESTRING (80.2032006 12.9737516, 80.2032609 12.973471, 80.2033321 12.9731974, 80.2034488 12.9729674, 80.2034971 12.9728485, 80.2035239 12.9727138, 80.2034523 12.9721373, 80.2033501 12.9715532, 80.2033144 12.9713495, 80.2032548 12.9709276, 80.2032669 12.9704854)"
857,Ganesh Street,residential,,,asphalt,,,,way/55215044,124.65,"LINESTRING (80.1897659 12.9686351, 80.1908531 12.968271)"
858,Defence Colony,residential,,,,,,,way/55215045,142.47,"LINESTRING (80.1894772 12.9679895, 80.1903148 12.9677691, 80.1907463 12.9676591)"
859,,residential,,,,,,,way/55215223,108.97,"LINESTRING (80.1892355 12.967405, 80.1897759 12.9672552, 80.1902022 12.9671378)"
860,,residential,,,,,,,way/55215224,101.6,"LINESTRING (80.1894565 12.9663919, 80.1897759 12.9672552)"
861,Inner Ring Road (Southern Sector),primary,,,,yes,yes,,way/59909741,305.34,"LINESTRING (80.1959977 12.9838926, 80.1959551 12.9841075, 80.1959448 12.9844256, 80.1959503 12.9856039, 80.1958992 12.9859259, 80.1958444 12.9861965, 80.1957262 12.9866238)"
862,Major Mukund Varadharajan Salai,primary,3,40,asphalt,yes,,,way/82881760,170.54,"LINESTRING (80.21529870526315 12.9621, 80.2158831 12.963531)"
863,Dhroupathy Amman Koil Street,tertiary,,,,,,,way/83912307,516.21,"LINESTRING (80.2230567 12.9870692, 80.2223641 12.9872452, 80.2221845 12.9873185, 80.2219662 12.9874128, 80.2219036 12.987436, 80.221345 12.9876696, 80.2212458 12.9877111, 80.2205954 12.9879964, 80.2203267 12.9881142, 80.2201434 12.9881703, 80.2199253 12.988206, 80.2195555 12.988273, 80.2192208 12.9883431, 80.2185724 12.9885725)"
864,,residential,,,,,,,way/84099117,64.35,"LINESTRING (80.2044286 12.9626662, 80.2043523 12.9623478, 80.20429288559879 12.9621)"
865,Bajanai Koil Street,residential,,,,,,,way/84099120,48.0,"LINESTRING (80.197983 12.9625105, 80.1978712 12.9622201, 80.19784199986263 12.9621)"
866,5th Cross Street,residential,,,,,,,way/84099122,256.83,"LINESTRING (80.2071039 12.9652732, 80.2070951 12.9652204, 80.2070034 12.9646865, 80.2069127 12.9640957, 80.2068911 12.9639988, 80.2068021 12.9635391, 80.2066793 12.9629901)"
