road_id,name,highway,lanes,maxspeed,surface,oneway,bridge,tunnel,osm_id,length_m,geometry_wkt
1161,,residential,,,,,,,way/206673836,90.1,"LINESTRING (80.1992323 12.9828878, 80.2000351 12.9826793)"
1162,,residential,,,,,,,way/206673838,169.78,"LINESTRING (80.2025973 12.9909693, 80.2041557 12.9908286)"
1163,,residential,,,,,,,way/206673840,102.53,"LINESTRING (80.2084734 12.9897552, 80.2093816 12.9894987)"
1164,,residential,,,,,,,way/206673842,80.12,"LINESTRING (80.204134 12.9907302, 80.2048626 12.9906121)"
1165,,residential,,,,,,,way/206673844,123.74,"LINESTRING (80.1998092 12.983458, 80.200948 12.9833967)"
1166,,residential,,,,,,,way/206673845,87.48,"LINESTRING (80.2081346 12.990239, 80.2080085 12.989458)"
1167,,residential,,,,,,,way/206673848,74.14,"LINESTRING (80.1994707 12.9844004, 80.1994283 12.9841265, 80.1993682 12.9837378)"
1168,,residential,,,,,,,way/206673850,67.42,"LINESTRING (80.2143194 12.9769513, 80.2149392 12.9769947)"
1169,,residential,,,,,,,way/206673851,96.19,"LINESTRING (80.214315 12.9770889, 80.2139301 12.9770665, 80.21343 12.9770374)"
1170,Narmadha Street,residential,,,,,,,way/206673853,115.03,"LINESTRING (80.2169049 12.977546, 80.2161665 12.977495, 80.216139 12.9774708, 80.2161203 12.9774395, 80.2161219 12.9771982)"
1171,,residential,,,,,,,way/206673855,161.33,"LINESTRING (80.1972031 12.9855374, 80.1977545 12.9855719, 80.1978014 12.9855875, 80.1978444 12.9856633, 80.1979175 12.9864411)"
1172,,residential,,,,,,,way/206673857,79.23,"LINESTRING (80.2041187 12.9902461, 80.2045016 12.9902423, 80.2045472 12.9902345, 80.2045834 12.9901731, 80.2045847 12.9901091, 80.204526 12.9899595)"
1173,,residential,,,,,,,way/206673858,107.15,"LINESTRING (80.1999462 12.9848168, 80.2009188 12.9846482)"
1174,,residential,,,,,,,way/206673860,74.72,"LINESTRING (80.1894319 12.9887151, 80.1894174 12.98837, 80.1894047 12.9880402)"
1175,,residential,,,,,,,way/206673863,103.08,"LINESTRING (80.199674 12.9853702, 80.1996113 12.9850563, 80.1995824 12.9850152, 80.1995308 12.9850086, 80.1990184 12.9851011)"
1176,Bharathidasan Street,residential,,,,,,,way/206673864,83.04,"LINESTRING (80.2009115 12.9829727, 80.2009109 12.9829128, 80.2008031 12.982588, 80.2007359 12.9822451)"
1177,Sri Devi Karumari Amman Nagar 8th Street,residential,,,,,,,way/206673866,127.05,"LINESTRING (80.2170782 12.9761651, 80.2182454 12.9762582)"
1178,,residential,,,,,,,way/206673868,139.03,"LINESTRING (80.1992286 12.9810786, 80.200497 12.9808999)"
1179,,residential,,,,,,,way/206673870,115.27,"LINESTRING (80.2165558 12.9841594, 80.2160322 12.9841101, 80.2154985 12.9840564)"
1180,,residential,,,,,,,way/206673873,70.7,"LINESTRING (80.1899074 12.9886531, 80.1898512 12.9883864, 80.1898457 12.9883283, 80.1898169 12.9880212)"
1181,,residential,,,,,,,way/206673875,143.36,"LINESTRING (80.1966147 12.9832941, 80.1975413 12.9830112, 80.1975738 12.9829818, 80.1975835 12.9829357, 80.1975898 12.9828219, 80.1977279 12.9827875)"
1182,,residential,,,,,,,way/206673878,90.43,"MULTILINESTRING ((80.1895554 12.988704, 80.1894319 12.9887151, 80.1891 12.988753014659594), (80.1891 12.989148232268171, 80.1891991 12.989136, 80.1893086 12.9891223, 80.1893259 12.9892833))"
1183,,residential,,,,,,,way/206673881,402.51,"LINESTRING (80.2053913 12.9873359, 80.2064933 12.9871611, 80.206944 12.9871408, 80.207122 12.9871328, 80.2075498 12.9871488, 80.2081063 12.9871776, 80.2085806 12.9871943, 80.2085807 12.9866996)"
1184,,residential,,,,,,,way/206673883,243.1,"LINESTRING (80.2191203 12.9781166, 80.2185709 12.9780996, 80.2185614 12.9780955, 80.2185563 12.978088, 80.2185565 12.9780789, 80.2185856 12.9771813, 80.2186165 12.9768831, 80.2186252 12.9768687, 80.2186423 12.9768638, 80.2190472 12.9768919)"
1185,,residential,,,,,,,way/206673890,89.88,"LINESTRING (80.2104068 12.9843444, 80.2099824 12.9843271, 80.2097574 12.984318, 80.2095791 12.9843107)"
1186,Golden Avenue 1st Street,residential,,,,,,,way/206673891,61.92,"LINESTRING (80.2169886 12.9770634, 80.2164195 12.9770213)"
1187,Sri Devi Karumari Amman Nagar 6th Street,residential,,,,,,,way/206673893,84.71,"LINESTRING (80.2162909 12.9761855, 80.2170706 12.976225)"
1188,,residential,,,,,,,way/206673896,90.2,"LINESTRING (80.2069656 12.9902326, 80.207755 12.9899768)"
1189,6th Street,residential,,,,,,,way/206673897,120.59,"LINESTRING (80.2037857 12.9860507, 80.2032199 12.9860147, 80.2031751 12.9856836, 80.2031449 12.9854858)"
1190,,residential,,,,,,,way/206673898,115.14,"LINESTRING (80.19684 12.9836904, 80.197173 12.9835565, 80.1973544 12.9835047, 80.1975019 12.9834882, 80.197618 12.9834882, 80.1976978 12.9834952, 80.1977849 12.9835212, 80.1978403 12.9835733)"
1191,IIT Velachery Gate,service,,,,no,,,way/206793338,17.33,"LINESTRING (80.2231321 12.9879031, 80.2231554 12.9879166, 80.2232194 12.9879504, 80.2232738 12.9879751)"
1192,,residential,,,,,,,way/206793340,10.53,"LINESTRING (80.2231321 12.9879031, 80.223102 12.9878774, 80.2230558 12.9878444)"
1193,,residential,,,,,,,way/206806155,38.66,"LINESTRING (80.2280489 12.9688828, 80.228079 12.9688968, 80.2282003 12.968916, 80.2284 12.968902697649)"
1194,,residential,,,,,,,way/206806157,66.26,"LINESTRING (80.2284 12.967949599550758, 80.2277893 12.9679453)"
1195,,residential,,,,,,,way/206806158,65.62,"LINESTRING (80.2284 12.967454364980396, 80.2277952 12.9674539)"
1196,,residential,,,,,,,way/206806159,14.7,"LINESTRING (80.2284 12.965992144444446, 80.2282654 12.9660071)"
1197,,residential,,,,,,,way/206806161,186.1,"LINESTRING (80.2284 12.96842611368312, 80.2276498 12.9684315, 80.2272475 12.9683845, 80.226711 12.9682276)"
1198,,residential,,,,,,,way/206806162,80.92,"LINESTRING (80.2284 12.967732691610692, 80.2276542 12.9677285)"
1199,Tansi Nagar 8th Street,residential,,,,,,,way/206807730,84.43,"LINESTRING (80.2249966 12.9774734, 80.2242216 12.9774046)"
1200,Anna Nagar 2nd cross,residential,,,,,,,way/206807731,86.64,"LINESTRING (80.2269619 12.9743122, 80.2270689 12.9735361)"
1201,Tansi Nagar 4th Street,residential,,,,,,,way/206807733,108.09,"LINESTRING (80.2235055 12.9781336, 80.2238867 12.9781434, 80.2245012 12.9781672)"
1202,4th Main Road,residential,,,,,,,way/206807734,230.1,"LINESTRING (80.2255222 12.9719875, 80.2259094 12.9720509, 80.2263328 12.9721202, 80.2267088 12.9721818, 80.2271082 12.9722687, 80.2273973 12.9723134, 80.2276129 12.9723255)"
1203,,service,,,,,,,way/206807738,99.48,"LINESTRING (80.2271946 12.9758421, 80.2271649 12.9758272, 80.227102 12.9758077, 80.2263147 12.9755916)"
1204,,residential,,,,,,,way/206807739,109.04,"LINESTRING (80.2249692 12.9762857, 80.2250128 12.9762823, 80.225394 12.9762482, 80.2254051 12.9762453, 80.225413 12.9762375, 80.2254876 12.9759284, 80.2254849 12.9759197, 80.2254782 12.975914, 80.2252728 12.9758558)"
1205,Muthu Krishnan Street,residential,,,,,,,way/206807740,186.5,"LINESTRING (80.2244578 12.9704653, 80.2247951 12.9705134, 80.2255985 12.970615, 80.2256253 12.9706209, 80.2256478 12.9706375, 80.2256609 12.9706568, 80.2256656 12.9706777, 80.2256063 12.9711146, 80.225604 12.9711316)"
1206,Sarathy Nagar 5th street,residential,,,,,,,way/206807741,92.21,"LINESTRING (80.2234069 12.9747411, 80.2234052 12.9743876, 80.2233931 12.9741129, 80.2233857 12.9740201, 80.2234033 12.973994, 80.2234393 12.9739822, 80.2234836 12.9739831)"
1207,,residential,,,,,,,way/206807742,33.9,"LINESTRING (80.2280917 12.9737523, 80.2284 12.973801985525474)"
1208,Gandhi Road,tertiary,,,,,,,way/206809952,421.99,"LINESTRING (80.2284 12.985837754970218, 80.2281449 12.9858832, 80.2278403 12.9859739, 80.227751 12.9860005, 80.227654 12.9860201, 80.2275176 12.9860541, 80.2271697 12.9861121, 80.2271126 12.9861207, 80.2264917 12.9862028, 80.2262934 12.986229, 80.226248 12.9862346, 80.2255485 12.9863209, 80.2255364 12.9863236, 80.2254226 12.9863491, 80.2254156 12.9863507, 80.2253975 12.9863547, 80.225368 12.9863616, 80.2251114 12.9864214, 80.2250021 12.9864468, 80.2248583 12.9864803, 80.2245841 12.9865442)"
1209,Dhandeeshwaram Nagar 5th Main Road Avenue,residential,,,asphalt,,,,way/206809953,55.24,"LINESTRING (80.2242615 12.9838423, 80.2237527 12.9838236)"
1210,Dhandeeshwaram Nagar 5th Main Road Avenue,residential,,,asphalt,,,,way/206809954,41.27,"LINESTRING (80.2237527 12.9838236, 80.2237488 12.9838405, 80.2237485 12.9838596, 80.2237598 12.984196)"
1211,Seethapathy Nagar 3rd Cross Street,residential,,,,,,,way/206809955,78.09,"LINESTRING (80.2273698 12.9807423, 80.228085 12.9806625)"
1212,,service,,,,,,,way/206809956,143.83,"LINESTRING (80.2271126 12.9861207, 80.2271065 12.9860527, 80.2271004 12.9859847, 80.2270721 12.9856948, 80.2270569 12.9854801, 80.2270397 12.9848232)"
1213,,residential,,,asphalt,,,,way/206809957,63.33,"LINESTRING (80.2232491 12.9850804, 80.2235464 12.9850245, 80.2235659 12.9850187, 80.2235762 12.985013, 80.2235864 12.9850025, 80.2235938 12.9849885, 80.2235943 12.9848658, 80.2236062 12.9848381, 80.2236311 12.984813, 80.223656 12.9848043)"
1214,,residential,,,,,,,way/206849366,142.58,"LINESTRING (80.2080018 12.992201, 80.2082284 12.9921539, 80.2085752 12.9920818, 80.2089746 12.9919966, 80.2092867 12.99193)"
1215,,residential,,,,,,,way/206849374,8.33,"LINESTRING (80.20658706032293 12.9924, 80.2065686 12.9923269)"
1216,,residential,,,,,,,way/206849377,34.64,"LINESTRING (80.2003967922078 12.9924, 80.2003765 12.9920875)"
1217,Velachery MRTS Bridge,primary,,40,,yes,,,way/208359677,17.97,"LINESTRING (80.2187432 12.9705968, 80.2187689 12.9707573)"
1218,,primary,,40,asphalt,yes,,,way/209549878,260.44,"LINESTRING (80.2186821 12.969783, 80.2186666 12.9697227, 80.218542 12.9693871, 80.2181005 12.9683474, 80.2180871 12.9683147, 80.2179925 12.9680849, 80.2179804 12.9680554, 80.2179496 12.9679942, 80.2179199 12.9679492, 80.2178823 12.9679176, 80.2178417 12.9679166, 80.217773 12.9679377, 80.2175688 12.9680097)"
1219,Velachery MRTS Bridge,primary,,40,asphalt,yes,,,way/209549881,13.98,"LINESTRING (80.2188898 12.9705875, 80.2188214 12.9704804)"
1220,Major Mukund Varadharajan Salai,primary,,40,asphalt,yes,,,way/209549882,443.83,"LINESTRING (80.2192164 12.971874, 80.2193013 12.9721056, 80.2193384 12.9722123, 80.2193657 12.9722934, 80.219444 12.9725328, 80.2195567 12.9728334, 80.2196208 12.9730441, 80.2196895 12.9732392, 80.2197715 12.9734225, 80.2198489 12.9736112, 80.2199475 12.9738151, 80.2203135 12.9746827, 80.2203873 12.9748524, 80.2204485 12.9749841, 80.2204894 12.97508, 80.2205268 12.9751575, 80.2205615 12.9752275, 80.2206741 12.9754256, 80.2207189 12.9754853, 80.2207817 12.9755689)"
1221,Inner Ring Road (Southern Sector),primary,,,,yes,,,way/209549883,19.67,"LINESTRING (80.2100692 12.9737394, 80.2099693 12.973591)"
1222,,residential,,,,,,,way/213364174,82.62,"LINESTRING (80.2125753 12.9754002, 80.2118168 12.9753342)"
1223,,residential,,,,,,,way/213364176,96.31,"LINESTRING (80.2004494 12.9685954, 80.2013368 12.968576)"
1224,,residential,,,,,,,way/213364177,97.06,"LINESTRING (80.2004378 12.9681806, 80.2013319 12.9681518)"
1225,,residential,,,,,,,way/213364178,165.94,"LINESTRING (80.2006919 12.9746271, 80.2006345 12.9751908, 80.2006304 12.975602, 80.2006251 12.9761242)"
1226,,residential,,,,,,,way/213364180,168.01,"LINESTRING (80.2022056 12.9775928, 80.2037274 12.9773119)"
1227,,service,,,,,,,way/213364181,41.49,"LINESTRING (80.2166402 12.9766246, 80.2170217 12.9766504)"
1228,,residential,,,,,,,way/213364182,110.16,"LINESTRING (80.1989993 12.9683158, 80.2000118 12.9682418)"
1229,,residential,,,,,,,way/213364183,43.57,"LINESTRING (80.2000499 12.968635, 80.2004494 12.9685954)"
1230,,residential,,,,,,,way/213364185,66.03,"LINESTRING (80.199979 12.9822832, 80.2000351 12.9826793, 80.2000656 12.982874)"
1231,,residential,,,,,,,way/213364186,59.03,"LINESTRING (80.1983133 12.9664835, 80.1977784 12.9665812)"
1232,,residential,,,,,,,way/213364188,97.49,"LINESTRING (80.1979127 12.9811597, 80.197806 12.9802847)"
1233,,residential,,,,,,,way/213364189,111.69,"LINESTRING (80.1990237 12.9687149, 80.2000499 12.968635)"
1234,,residential,,,,,,,way/213364190,114.52,"LINESTRING (80.2004096 12.9677852, 80.201464 12.9677371)"
1235,,residential,,,,,,,way/213364191,79.39,"LINESTRING (80.2004118 12.9633291, 80.2000325 12.9633745, 80.199683 12.9633833)"
1236,,residential,,,,,,,way/213364192,136.82,"LINESTRING (80.1995879 12.9662344, 80.2002484 12.9661428, 80.200833 12.9660401)"
1237,Mani Megalai Street,residential,,,,,,,way/213364193,258.18,"LINESTRING (80.1985614 12.9681737, 80.1976928 12.9682824, 80.1973725 12.9683428, 80.1962108 12.9685328)"
1238,,residential,,,,,,,way/213364194,139.5,"LINESTRING (80.2135533 12.9630015, 80.2140545 12.9628798, 80.2148093 12.9627338)"
1239,,residential,,,,,,,way/213364195,101.82,"LINESTRING (80.1975969 12.9678437, 80.1985241 12.9677016)"
1240,,residential,,,,,,,way/213364196,151.03,"LINESTRING (80.213302 12.9623937, 80.2143976 12.9621141, 80.2144653 12.9623602)"
1241,,residential,,,,,,,way/213364197,50.09,"LINESTRING (80.2207152 12.9805641, 80.2202535 12.9805603)"
1242,,residential,,,,,,,way/213364199,119.82,"LINESTRING (80.197429 12.9661392, 80.1974781 12.9664506, 80.1974952 12.9665588, 80.197546 12.9668071, 80.1976313 12.9672036)"
1243,,residential,,,,,,,way/213364200,88.44,"LINESTRING (80.2021115 12.975, 80.2024322 12.9749746, 80.202408 12.9744913)"
1244,,service,,,,,,,way/213364201,78.33,"LINESTRING (80.2203622 12.9801332, 80.2209912 12.9801668, 80.2210826 12.9801776)"
1245,,residential,,,,,,,way/213364202,112.36,"LINESTRING (80.2152848 12.9698342, 80.2159034 12.9697534, 80.2160021 12.9701452)"
1246,,service,,,,,,,way/213364204,145.26,"LINESTRING (80.221109 12.9795872, 80.2209725 12.9795826, 80.2202238 12.979573, 80.2201775 12.9795745, 80.2201483 12.9795692, 80.2201395 12.9795615, 80.2201358 12.9795496, 80.2201377 12.9792034)"
1247,,residential,,,,,,,way/213364205,202.2,"LINESTRING (80.2004613 12.9690193, 80.1990966 12.969086, 80.1990237 12.9687149, 80.1990079 12.9686063)"
1248,,residential,,,,,,,way/213364206,117.42,"LINESTRING (80.2132621 12.9726705, 80.2132767 12.9733807, 80.2136341 12.9733623)"
1249,,residential,,,,,,,way/213364207,188.12,"LINESTRING (80.2012926 12.9653985, 80.2013592 12.9658213, 80.2014298 12.9662689, 80.2009015 12.9663595, 80.2009187 12.9666527)"
1250,,residential,,,,,,,way/213364208,65.14,"LINESTRING (80.1994711 12.9767991, 80.1997181 12.9768061, 80.1999672 12.9768078, 80.2000714 12.9768071)"
1251,,residential,,,,,,,way/213364209,25.92,"LINESTRING (80.218129 12.9783595, 80.2181151 12.9785934)"
1252,,residential,,,,,,,way/213364210,350.17,"LINESTRING (80.2003232 12.9667089, 80.2003799 12.9673369, 80.2004096 12.9677852, 80.2004378 12.9681806, 80.2004494 12.9685954, 80.2004613 12.9690193, 80.201327 12.9689764)"
1253,,residential,,,,,,,way/213364679,415.25,"LINESTRING (80.2212145 12.9732757, 80.2212321 12.9728601, 80.2212465 12.9728337, 80.221277 12.9728297, 80.2227462 12.9727552, 80.2227771 12.9727604, 80.2227863 12.9727823, 80.2228069 12.9732149, 80.2228208 12.9734807, 80.2228345 12.9737859, 80.222832 12.9738041, 80.2228145 12.9738113, 80.2224317 12.9738483, 80.2224106 12.9738337, 80.2224055 12.9738116, 80.2223823 12.9734991)"
1254,,residential,,,,,,,way/232405493,49.95,"LINESTRING (80.2089489 12.9763205, 80.2089512 12.975869)"
1255,,residential,,,,,,,way/232405495,64.49,"LINESTRING (80.2226675 12.9800806, 80.2226816 12.9795383, 80.2226818 12.9795173, 80.222685 12.9794981)"
1256,,service,,,,,,,way/232405498,148.59,"LINESTRING (80.2211625 12.978553, 80.2210843 12.9785537, 80.2209301 12.978555, 80.2208977 12.9785664, 80.2198209 12.9785536, 80.2197997 12.9785391)"
1257,,residential,,,,,,,way/232405499,29.49,"LINESTRING (80.2100803 12.9768397, 80.2103521 12.9768351)"
1258,,service,,,paving_stones,,,,way/232405500,122.95,"LINESTRING (80.2218727 12.9746211, 80.2207545 12.9748014)"
1259,Kalki Nagar 2nd Cross Street,residential,,,,,,,way/232405502,77.77,"LINESTRING (80.2099691 12.9755678, 80.2098896 12.9755719, 80.2098666 12.9755715, 80.2098616 12.9755324, 80.2098463 12.9754952, 80.2098155 12.9754646, 80.2093263 12.9754562)"
1260,Kaveri Street,residential,,,,,,,way/232405626,82.97,"LINESTRING (80.2169205 12.9774482, 80.2176837 12.9774958)"
1261,,residential,,,,,,,way/232405627,166.77,"LINESTRING (80.2195492 12.9816668, 80.2195217 12.9810338, 80.2195172 12.9808638, 80.2195144 12.9806071, 80.2195037 12.9805721, 80.2190936 12.9804894)"
1262,1st Street,residential,,,,,,,way/232405628,68.06,"LINESTRING (80.2153798 12.9860023, 80.2152948 12.986007, 80.2152613 12.9860047, 80.2152407 12.985992, 80.2152284 12.9859652, 80.2152238 12.9859355, 80.2152286 12.98552)"
1263,தேரடி தெரு,living_street,,,concrete,no,,,way/232405721,59.86,"LINESTRING (80.2242978 12.9855465, 80.2237734 12.9857148)"
1264,,service,,,paving_stones,yes,,,way/232406071,142.56,"LINESTRING (80.2163558 12.9903138, 80.2163837 12.9902773, 80.2164314 12.9902291, 80.2165309 12.9901913, 80.2169144 12.9901232, 80.2170747 12.990091, 80.217198 12.9900713, 80.2175253 12.9899935, 80.2175397 12.9899892, 80.217598 12.989968)"
1265,,residential,,,,,,,way/244163353,25.5,"LINESTRING (80.1944076 12.9660071, 80.1943742 12.9657789)"
1266,Park Square Colony 1st Street,residential,,,asphalt,,,,way/244163354,102.84,"LINESTRING (80.1930844 12.9660411, 80.1930203 12.9657483, 80.1929955 12.9656754, 80.1928892 12.9652344, 80.1928836 12.9651966, 80.192895 12.9651357)"
1267,Venkatesa Perumal 1st Street,residential,,,asphalt,,,,way/244377263,184.94,"LINESTRING (80.1901013 12.9662454, 80.1905557 12.9661567, 80.1917703 12.9659062)"
1268,Venkatesa Perumal 2nd Street,residential,,,asphalt,,,,way/244377264,277.53,"MULTILINESTRING ((80.1917964 12.9660295, 80.1930203 12.9657483, 80.1933632 12.9656538), (80.1933632 12.9656538, 80.1934201 12.965767, 80.1934502 12.9657755, 80.1936501 12.9657311, 80.1936641 12.9657122, 80.1936682 12.9656945, 80.1935951 12.9655031, 80.193583 12.9654926, 80.1935649 12.9654795, 80.1935247 12.9654828, 80.1934368 12.9655246, 80.1934194 12.9655403, 80.1933632 12.9656538))"
1269,Mahalingam Street,residential,,,asphalt,,,,way/244377265,136.45,"LINESTRING (80.1916717 12.9653567, 80.1917703 12.9659062, 80.1917964 12.9660295, 80.1918974 12.96657)"
1270,Inner Ring Road (Southern Sector),primary,,40,asphalt,yes,,,way/244466147,647.17,"LINESTRING (80.2041456 12.9780086, 80.2033927 12.9784366, 80.2022871 12.9789315, 80.2007876 12.979554, 80.2004305 12.9797022, 80.1995277 12.9801162, 80.1989366 12.9804085, 80.1988672 12.9804563, 80.198769 12.9805239)"
1271,Major Mukund Varadharajan Salai,primary,,40,asphalt,yes,,,way/244466151,164.52,"LINESTRING (80.2160258 12.9634844, 80.2159813 12.9634008, 80.21547375598178 12.9621)"
1272,,residential,,20,,no,,,way/261336487,12.99,"LINESTRING (80.2122186 12.9715176, 80.2122459 12.9715434, 80.2123049 12.971599)"
1273,Macmillon Colony 1st Street,residential,,,,,,,way/284053284,37.65,"LINESTRING (80.1901172 12.9803543, 80.1897724 12.9803929)"
1274,Macmillon Colony 2nd Street,residential,,,,,,,way/284053672,31.4,"LINESTRING (80.1897643 12.9798859, 80.1900515 12.9798511)"
1275,Macmillon Colony 3rd Street,residential,,,,,,,way/284054012,43.76,"LINESTRING (80.1904376 12.9797108, 80.1900363 12.9797502)"
1276,23rd Street,residential,,,,,,,way/284055860,250.63,"LINESTRING (80.190153 12.9806923, 80.1902238 12.9814482, 80.1902479 12.9819, 80.1902554 12.9820512, 80.1902679 12.9823418, 80.1902943 12.982953)"
1277,Brindhavan Nagar Road,residential,,,,,yes,,way/288268183,12.76,"LINESTRING (80.2135 12.9702355, 80.2135185 12.9702922, 80.2135509 12.9703381)"
1278,,service,,,,,,,way/296215459,79.18,"LINESTRING (80.2094207 12.9837604, 80.2090616 12.9837461, 80.2086915 12.9837314)"
1279,,residential,,,,,,,way/296215460,94.92,"LINESTRING (80.1984707 12.9873805, 80.1983952 12.9874029, 80.197622 12.9875884)"
1280,,service,,,,,,,way/296215462,159.43,"LINESTRING (80.2086915 12.9837314, 80.2086981 12.9834754, 80.2087024 12.9833645, 80.2087127 12.9830165, 80.2090782 12.9830159, 80.2091034 12.9830159, 80.2094527 12.9830039)"
1281,,residential,,,,,,,way/299498139,144.77,"LINESTRING (80.212257 12.9815478, 80.2122174 12.9819179, 80.2121849 12.9823292, 80.212124 12.9828497)"
1282,,residential,,,,,,,way/299498142,171.62,"LINESTRING (80.2136162 12.9829219, 80.2136064 12.9829425, 80.2136037 12.9829648, 80.2135758 12.9832734, 80.2135611 12.9836701, 80.2135476 12.9839492, 80.2135344 12.9844038, 80.2135272 12.9844382, 80.2135109 12.9844636)"
1283,3rd Main Road,residential,,,,,,,way/300065046,464.23,"LINESTRING (80.1951311 12.9863472, 80.1955938 12.9861729, 80.1953904 12.9856646, 80.195179 12.9851017, 80.1951009 12.9848938, 80.1950199 12.9844952, 80.1949836 12.9843406, 80.1948428 12.9837689, 80.1947674 12.9835231, 80.194706 12.9833853, 80.1945272 12.982984, 80.1943865 12.9826684)"
1284,,residential,,,,,,,way/301580451,154.12,"LINESTRING (80.1970052 12.9839909, 80.1965929 12.9842411, 80.1967932 12.9845324, 80.196922 12.9850844)"
1285,2nd Main Road,residential,,,,,,,way/312877994,56.09,"LINESTRING (80.1940149 12.9861847, 80.1941475 12.9866747)"
1286,,residential,,,,,,,way/312877996,53.36,"LINESTRING (80.1952416 12.9833951, 80.1947674 12.9835231)"
1287,,residential,,,,,,,way/312877997,33.92,"LINESTRING (80.1952622 12.986813, 80.1955629 12.986729)"
1288,,residential,,,,,,,way/312877998,110.67,"LINESTRING (80.1953325 12.9836978, 80.1953981 12.9836748, 80.1954636 12.9836518, 80.1955292 12.9836288, 80.1955947 12.9836058, 80.1956148 12.983609, 80.1956282 12.9836188, 80.1956416 12.9836339, 80.1956697 12.9837268, 80.1956978 12.9838196, 80.1957198 12.9838924, 80.1957418 12.9839652, 80.1957682 12.9840523, 80.195789 12.9841211, 80.1958126 12.9841991, 80.1958362 12.9842771)"
1289,,residential,,,,,,,way/312877999,85.48,"LINESTRING (80.1955938 12.9861729, 80.1956768 12.9864092, 80.1956777 12.9864333, 80.195668 12.9864463, 80.1956432 12.9864609, 80.1952011 12.9865961)"
1290,4th Main Road,residential,,,,,,,way/312878000,130.78,"LINESTRING (80.1958624 12.9854923, 80.1958243 12.9853595, 80.1957861 12.9852267, 80.1957599 12.9851188, 80.1957338 12.985011, 80.1956815 12.9847953, 80.1956438 12.9846857, 80.195606 12.984576, 80.1955306 12.9843568)"
1291,,residential,,,,,,,way/312878001,124.71,"LINESTRING (80.1954561 12.9874283, 80.1954333 12.9873565, 80.1954129 12.9872862, 80.1952782 12.9868698, 80.1952622 12.986813, 80.1952011 12.9865961, 80.1951311 12.9863472)"
1292,,residential,,,,,,,way/312878633,20.62,"LINESTRING (80.1935682 12.9922953, 80.19372540406121 12.9924)"
1293,,residential,,,,,,,way/312878634,103.81,"LINESTRING (80.19510158709677 12.9924, 80.1946613 12.9923508, 80.1941678 12.9922107)"
1294,,residential,,,,,,,way/312878635,26.56,"LINESTRING (80.19532731846965 12.9924, 80.1953294 12.9921599)"
1295,,residential,,,,,,,way/312878636,137.11,"LINESTRING (80.1944124 12.991445, 80.1943622 12.9915032, 80.1937088 12.9919355, 80.1936515 12.9920193, 80.1936104 12.992107, 80.1935682 12.9922953)"
1296,Balaji Nagar Main Road,residential,,,,,,,way/312879458,335.12,"LINESTRING (80.203874 12.9766987, 80.203775 12.9762664, 80.2037563 12.9761659, 80.2036816 12.9758015, 80.2036162 12.9755056, 80.2035931 12.9753552, 80.2035368 12.9750529, 80.2035232 12.9749796, 80.2033296 12.9743758, 80.2033285 12.9743254, 80.2033243 12.9741433, 80.2032006 12.9737516)"
1297,Balaji Nagar 18th Street,residential,,,,,,,way/312879459,150.71,"LINESTRING (80.203874 12.9766987, 80.2043786 12.976802, 80.2052351 12.9769709)"
1298,,residential,,,,,,,way/317575442,58.32,"LINESTRING (80.2078917 12.9834999, 80.2079165 12.9840265)"
1299,,residential,,,,,,,way/317575443,177.99,"LINESTRING (80.2086777 12.9829656, 80.2091017 12.9829468, 80.2094654 12.982918, 80.2098097 12.9829157, 80.2103166 12.9829123)"
1300,AGS Colony 4th Main Road,residential,,,,,,,way/318725675,388.47,"LINESTRING (80.2102878 12.9779493, 80.2104306 12.9779519, 80.2116564 12.9781717, 80.2120279 12.9782279, 80.2121558 12.9782455, 80.2128289 12.9783732, 80.213082 12.9784197, 80.2136164 12.9785513, 80.2138023 12.9786004)"
1301,,residential,,,,,,,way/318725676,329.92,"LINESTRING (80.2168862 12.9782504, 80.2169036 12.9778537, 80.2168982 12.9777794, 80.2169049 12.977546, 80.2169205 12.9774482, 80.2169641 12.9772296, 80.2169886 12.9770634, 80.2170141 12.9768606, 80.2170217 12.9766504, 80.2170377 12.9765375, 80.2170706 12.976225, 80.2170782 12.9761651, 80.2171068 12.9757663, 80.2171592 12.9752845)"
1302,,service,,,asphalt,,,,way/318725677,57.84,"LINESTRING (80.2175906 12.9782706, 80.2170575 12.9782646)"
1303,,residential,,,,,,,way/318725678,53.3,"LINESTRING (80.2146553 12.9814196, 80.2146377 12.981394, 80.2146269 12.9813417, 80.2145667 12.9809486)"
1304,,residential,,,,,,,way/318725679,151.5,"LINESTRING (80.2176336 12.9788105, 80.2176337 12.9790446, 80.2176371 12.9790577, 80.2176505 12.9790708, 80.2176682 12.9790756, 80.2177883 12.9790865, 80.2178806 12.9790797, 80.2180284 12.9790871, 80.2181045 12.9790874, 80.2182651 12.9790945, 80.2182706 12.9787504, 80.218113 12.9787453)"
1305,,residential,,,asphalt,,,,way/318725681,126.82,"LINESTRING (80.2170281 12.9792419, 80.2170521 12.9785868, 80.2170575 12.9782646, 80.2168862 12.9782504)"
1306,,residential,,,,,,,way/318725682,136.48,"LINESTRING (80.2142331 12.9783595, 80.2142471 12.9783663, 80.2142612 12.9783693, 80.2150757 12.9784772, 80.2154725 12.9785614)"
